Term,term_full_ID,Pri_Disease_ID,Pri_disease_term
digestive system neoplasms,c06.301,c06,digestive system diseases
biliary tract neoplasms,c06.301.120,c06,digestive system diseases
bile duct neoplasms,c06.301.120.250,c06,digestive system diseases
common bile duct neoplasms,c06.301.120.250.250,c06,digestive system diseases
gallbladder neoplasms,c06.301.120.401,c06,digestive system diseases
gastrointestinal neoplasms,c06.301.371,c06,digestive system diseases
esophageal neoplasms,c06.301.371.205,c06,digestive system diseases
esophageal squamous cell carcinoma,c06.301.371.205.500,c06,digestive system diseases
gastrointestinal stromal tumors,c06.301.371.308,c06,digestive system diseases
intestinal neoplasms,c06.301.371.411,c06,digestive system diseases
cecal neoplasms,c06.301.371.411.184,c06,digestive system diseases
appendiceal neoplasms,c06.301.371.411.184.290,c06,digestive system diseases
colorectal neoplasms,c06.301.371.411.307,c06,digestive system diseases
adenomatous polyposis coli,c06.301.371.411.307.090,c06,digestive system diseases
gardner syndrome,c06.301.371.411.307.090.500,c06,digestive system diseases
colonic neoplasms,c06.301.371.411.307.180,c06,digestive system diseases
colitis-associated neoplasms,c06.301.371.411.307.180.400,c06,digestive system diseases
sigmoid neoplasms,c06.301.371.411.307.180.800,c06,digestive system diseases
"colorectal neoplasms, hereditary nonpolyposis",c06.301.371.411.307.190,c06,digestive system diseases
rectal neoplasms,c06.301.371.411.307.790,c06,digestive system diseases
anus neoplasms,c06.301.371.411.307.790.040,c06,digestive system diseases
anal gland neoplasms,c06.301.371.411.307.790.040.040,c06,digestive system diseases
duodenal neoplasms,c06.301.371.411.445,c06,digestive system diseases
ileal neoplasms,c06.301.371.411.501,c06,digestive system diseases
immunoproliferative small intestinal disease,c06.301.371.411.512,c06,digestive system diseases
jejunal neoplasms,c06.301.371.411.523,c06,digestive system diseases
stomach neoplasms,c06.301.371.767,c06,digestive system diseases
zollinger-ellison syndrome,c06.301.371.883,c06,digestive system diseases
liver neoplasms,c06.301.623,c06,digestive system diseases
"adenoma, liver cell",c06.301.623.040,c06,digestive system diseases
"carcinoma, hepatocellular",c06.301.623.160,c06,digestive system diseases
"liver neoplasms, experimental",c06.301.623.460,c06,digestive system diseases
pancreatic neoplasms,c06.301.761,c06,digestive system diseases
"adenoma, islet cell",c06.301.761.249,c06,digestive system diseases
insulinoma,c06.301.761.249.500,c06,digestive system diseases
"carcinoma, islet cell",c06.301.761.500,c06,digestive system diseases
gastrinoma,c06.301.761.500.124,c06,digestive system diseases
glucagonoma,c06.301.761.500.249,c06,digestive system diseases
somatostatinoma,c06.301.761.500.500,c06,digestive system diseases
vipoma,c06.301.761.500.750,c06,digestive system diseases
"carcinoma, pancreatic ductal",c06.301.761.750,c06,digestive system diseases
pancreatic intraductal neoplasms,c06.301.761.875,c06,digestive system diseases
peritoneal neoplasms,c06.301.780,c06,digestive system diseases
gastrointestinal diseases,c06.405,c06,digestive system diseases
esophageal diseases,c06.405.117,c06,digestive system diseases
barrett esophagus,c06.405.117.102,c06,digestive system diseases
deglutition disorders,c06.405.117.119,c06,digestive system diseases
esophageal motility disorders,c06.405.117.119.500,c06,digestive system diseases
crest syndrome,c06.405.117.119.500.204,c06,digestive system diseases
esophageal achalasia,c06.405.117.119.500.432,c06,digestive system diseases
"esophageal spasm, diffuse",c06.405.117.119.500.450,c06,digestive system diseases
gastroesophageal reflux,c06.405.117.119.500.484,c06,digestive system diseases
laryngopharyngeal reflux,c06.405.117.119.500.484.500,c06,digestive system diseases
respiratory aspiration of gastric contents,c06.405.117.119.500.484.500.500,c06,digestive system diseases
plummer-vinson syndrome,c06.405.117.119.500.742,c06,digestive system diseases
"diverticulosis, esophageal",c06.405.117.136,c06,digestive system diseases
esophageal and gastric varices,c06.405.117.240,c06,digestive system diseases
esophageal atresia,c06.405.117.260,c06,digestive system diseases
esophageal cyst,c06.405.117.316,c06,digestive system diseases
esophageal fistula,c06.405.117.367,c06,digestive system diseases
tracheoesophageal fistula,c06.405.117.367.725,c06,digestive system diseases
esophageal neoplasms,c06.405.117.430,c06,digestive system diseases
esophageal squamous cell carcinoma,c06.405.117.430.500,c06,digestive system diseases
esophageal perforation,c06.405.117.468,c06,digestive system diseases
mallory-weiss syndrome,c06.405.117.468.524,c06,digestive system diseases
esophageal stenosis,c06.405.117.544,c06,digestive system diseases
esophagitis,c06.405.117.620,c06,digestive system diseases
eosinophilic esophagitis,c06.405.117.620.209,c06,digestive system diseases
"esophagitis, peptic",c06.405.117.620.420,c06,digestive system diseases
gastroenteritis,c06.405.205,c06,digestive system diseases
appendicitis,c06.405.205.099,c06,digestive system diseases
cholera morbus,c06.405.205.200,c06,digestive system diseases
colitis,c06.405.205.265,c06,digestive system diseases
"colitis, ischemic",c06.405.205.265.115,c06,digestive system diseases
"colitis, microscopic",c06.405.205.265.173,c06,digestive system diseases
"colitis, collagenous",c06.405.205.265.173.500,c06,digestive system diseases
"colitis, lymphocytic",c06.405.205.265.173.750,c06,digestive system diseases
"colitis, ulcerative",c06.405.205.265.231,c06,digestive system diseases
proctocolitis,c06.405.205.265.767,c06,digestive system diseases
diverticular diseases,c06.405.205.282,c06,digestive system diseases
diverticulitis,c06.405.205.282.500,c06,digestive system diseases
"diverticulitis, colonic",c06.405.205.282.500.250,c06,digestive system diseases
"diverticulosis, esophageal",c06.405.205.282.500.438,c06,digestive system diseases
"diverticulosis, stomach",c06.405.205.282.500.625,c06,digestive system diseases
diverticulum,c06.405.205.282.750,c06,digestive system diseases
"diverticulum, colon",c06.405.205.282.750.500,c06,digestive system diseases
"diverticulum, esophageal",c06.405.205.282.750.625,c06,digestive system diseases
zenker diverticulum,c06.405.205.282.750.625.900,c06,digestive system diseases
"diverticulum, stomach",c06.405.205.282.750.687,c06,digestive system diseases
meckel diverticulum,c06.405.205.282.750.750,c06,digestive system diseases
dysentery,c06.405.205.331,c06,digestive system diseases
"dysentery, amebic",c06.405.205.331.312,c06,digestive system diseases
"dysentery, bacillary",c06.405.205.331.479,c06,digestive system diseases
enteritis,c06.405.205.462,c06,digestive system diseases
duodenitis,c06.405.205.462.249,c06,digestive system diseases
ileitis,c06.405.205.462.624,c06,digestive system diseases
pouchitis,c06.405.205.462.624.500,c06,digestive system diseases
enterocolitis,c06.405.205.596,c06,digestive system diseases
"enterocolitis, necrotizing",c06.405.205.596.700,c06,digestive system diseases
"enterocolitis, neutropenic",c06.405.205.596.750,c06,digestive system diseases
typhlitis,c06.405.205.596.750.500,c06,digestive system diseases
"enterocolitis, pseudomembranous",c06.405.205.596.800,c06,digestive system diseases
esophagitis,c06.405.205.663,c06,digestive system diseases
eosinophilic esophagitis,c06.405.205.663.209,c06,digestive system diseases
"esophagitis, peptic",c06.405.205.663.420,c06,digestive system diseases
gastritis,c06.405.205.697,c06,digestive system diseases
"gastritis, atrophic",c06.405.205.697.394,c06,digestive system diseases
"gastritis, hypertrophic",c06.405.205.697.410,c06,digestive system diseases
inflammatory bowel diseases,c06.405.205.731,c06,digestive system diseases
"colitis, ulcerative",c06.405.205.731.249,c06,digestive system diseases
crohn disease,c06.405.205.731.500,c06,digestive system diseases
mucositis,c06.405.205.798,c06,digestive system diseases
proctitis,c06.405.205.865,c06,digestive system diseases
proctocolitis,c06.405.205.865.790,c06,digestive system diseases
gastrointestinal hemorrhage,c06.405.227,c06,digestive system diseases
hematemesis,c06.405.227.400,c06,digestive system diseases
melena,c06.405.227.600,c06,digestive system diseases
peptic ulcer hemorrhage,c06.405.227.700,c06,digestive system diseases
gastrointestinal neoplasms,c06.405.249,c06,digestive system diseases
esophageal neoplasms,c06.405.249.205,c06,digestive system diseases
esophageal squamous cell carcinoma,c06.405.249.205.500,c06,digestive system diseases
gastrointestinal stromal tumors,c06.405.249.308,c06,digestive system diseases
intestinal neoplasms,c06.405.249.411,c06,digestive system diseases
cecal neoplasms,c06.405.249.411.184,c06,digestive system diseases
appendiceal neoplasms,c06.405.249.411.184.290,c06,digestive system diseases
colorectal neoplasms,c06.405.249.411.307,c06,digestive system diseases
adenomatous polyposis coli,c06.405.249.411.307.090,c06,digestive system diseases
gardner syndrome,c06.405.249.411.307.090.500,c06,digestive system diseases
colonic neoplasms,c06.405.249.411.307.180,c06,digestive system diseases
colitis-associated neoplasms,c06.405.249.411.307.180.400,c06,digestive system diseases
sigmoid neoplasms,c06.405.249.411.307.180.800,c06,digestive system diseases
"colorectal neoplasms, hereditary nonpolyposis",c06.405.249.411.307.190,c06,digestive system diseases
rectal neoplasms,c06.405.249.411.307.790,c06,digestive system diseases
anus neoplasms,c06.405.249.411.307.790.040,c06,digestive system diseases
anal gland neoplasms,c06.405.249.411.307.790.040.040,c06,digestive system diseases
duodenal neoplasms,c06.405.249.411.445,c06,digestive system diseases
ileal neoplasms,c06.405.249.411.501,c06,digestive system diseases
immunoproliferative small intestinal disease,c06.405.249.411.512,c06,digestive system diseases
jejunal neoplasms,c06.405.249.411.523,c06,digestive system diseases
stomach neoplasms,c06.405.249.767,c06,digestive system diseases
zollinger-ellison syndrome,c06.405.249.883,c06,digestive system diseases
intestinal diseases,c06.405.469,c06,digestive system diseases
cecal diseases,c06.405.469.110,c06,digestive system diseases
appendicitis,c06.405.469.110.207,c06,digestive system diseases
cecal neoplasms,c06.405.469.110.417,c06,digestive system diseases
appendiceal neoplasms,c06.405.469.110.417.290,c06,digestive system diseases
typhlitis,c06.405.469.110.708,c06,digestive system diseases
colonic diseases,c06.405.469.158,c06,digestive system diseases
chilaiditi syndrome,c06.405.469.158.093,c06,digestive system diseases
colitis,c06.405.469.158.188,c06,digestive system diseases
"colitis, ischemic",c06.405.469.158.188.115,c06,digestive system diseases
"colitis, microscopic",c06.405.469.158.188.173,c06,digestive system diseases
"colitis, collagenous",c06.405.469.158.188.173.500,c06,digestive system diseases
"colitis, lymphocytic",c06.405.469.158.188.173.750,c06,digestive system diseases
"colitis, ulcerative",c06.405.469.158.188.231,c06,digestive system diseases
proctocolitis,c06.405.469.158.188.767,c06,digestive system diseases
"colonic diseases, functional",c06.405.469.158.272,c06,digestive system diseases
colonic pseudo-obstruction,c06.405.469.158.272.217,c06,digestive system diseases
irritable bowel syndrome,c06.405.469.158.272.608,c06,digestive system diseases
neurogenic bowel,c06.405.469.158.272.804,c06,digestive system diseases
colorectal neoplasms,c06.405.469.158.356,c06,digestive system diseases
adenomatous polyposis coli,c06.405.469.158.356.090,c06,digestive system diseases
gardner syndrome,c06.405.469.158.356.090.500,c06,digestive system diseases
colonic neoplasms,c06.405.469.158.356.180,c06,digestive system diseases
colitis-associated neoplasms,c06.405.469.158.356.180.400,c06,digestive system diseases
sigmoid neoplasms,c06.405.469.158.356.180.800,c06,digestive system diseases
"colorectal neoplasms, hereditary nonpolyposis",c06.405.469.158.356.190,c06,digestive system diseases
"diverticulosis, colonic",c06.405.469.158.587,c06,digestive system diseases
"diverticulitis, colonic",c06.405.469.158.587.500,c06,digestive system diseases
megacolon,c06.405.469.158.701,c06,digestive system diseases
hirschsprung disease,c06.405.469.158.701.439,c06,digestive system diseases
"megacolon, toxic",c06.405.469.158.701.591,c06,digestive system diseases
sigmoid diseases,c06.405.469.158.850,c06,digestive system diseases
proctocolitis,c06.405.469.158.850.790,c06,digestive system diseases
sigmoid neoplasms,c06.405.469.158.850.850,c06,digestive system diseases
duodenal diseases,c06.405.469.275,c06,digestive system diseases
duodenal neoplasms,c06.405.469.275.270,c06,digestive system diseases
duodenal obstruction,c06.405.469.275.395,c06,digestive system diseases
superior mesenteric artery syndrome,c06.405.469.275.395.890,c06,digestive system diseases
duodenitis,c06.405.469.275.600,c06,digestive system diseases
duodenogastric reflux,c06.405.469.275.700,c06,digestive system diseases
peptic ulcer,c06.405.469.275.800,c06,digestive system diseases
duodenal ulcer,c06.405.469.275.800.348,c06,digestive system diseases
"esophagitis, peptic",c06.405.469.275.800.523,c06,digestive system diseases
peptic ulcer perforation,c06.405.469.275.800.698,c06,digestive system diseases
stomach ulcer,c06.405.469.275.800.849,c06,digestive system diseases
zollinger-ellison syndrome,c06.405.469.275.800.924,c06,digestive system diseases
dysentery,c06.405.469.300,c06,digestive system diseases
"dysentery, amebic",c06.405.469.300.312,c06,digestive system diseases
"dysentery, bacillary",c06.405.469.300.479,c06,digestive system diseases
enteritis,c06.405.469.326,c06,digestive system diseases
duodenitis,c06.405.469.326.750,c06,digestive system diseases
ileitis,c06.405.469.326.875,c06,digestive system diseases
pouchitis,c06.405.469.326.875.500,c06,digestive system diseases
enterocolitis,c06.405.469.363,c06,digestive system diseases
"enterocolitis, necrotizing",c06.405.469.363.700,c06,digestive system diseases
"enterocolitis, neutropenic",c06.405.469.363.750,c06,digestive system diseases
"enterocolitis, pseudomembranous",c06.405.469.363.800,c06,digestive system diseases
hiv enteropathy,c06.405.469.400,c06,digestive system diseases
ileal diseases,c06.405.469.420,c06,digestive system diseases
ileal neoplasms,c06.405.469.420.501,c06,digestive system diseases
ileitis,c06.405.469.420.520,c06,digestive system diseases
pouchitis,c06.405.469.420.520.500,c06,digestive system diseases
inflammatory bowel diseases,c06.405.469.432,c06,digestive system diseases
"colitis, ulcerative",c06.405.469.432.249,c06,digestive system diseases
crohn disease,c06.405.469.432.500,c06,digestive system diseases
intestinal atresia,c06.405.469.445,c06,digestive system diseases
"intestinal diseases, parasitic",c06.405.469.452,c06,digestive system diseases
anisakiasis,c06.405.469.452.060,c06,digestive system diseases
balantidiasis,c06.405.469.452.146,c06,digestive system diseases
blastocystis infections,c06.405.469.452.250,c06,digestive system diseases
cryptosporidiosis,c06.405.469.452.269,c06,digestive system diseases
dientamoebiasis,c06.405.469.452.275,c06,digestive system diseases
"dysentery, amebic",c06.405.469.452.396,c06,digestive system diseases
giardiasis,c06.405.469.452.481,c06,digestive system diseases
intestinal failure,c06.405.469.462,c06,digestive system diseases
intestinal fistula,c06.405.469.471,c06,digestive system diseases
rectal fistula,c06.405.469.471.600,c06,digestive system diseases
rectovaginal fistula,c06.405.469.471.600.650,c06,digestive system diseases
intestinal neoplasms,c06.405.469.491,c06,digestive system diseases
cecal neoplasms,c06.405.469.491.184,c06,digestive system diseases
appendiceal neoplasms,c06.405.469.491.184.290,c06,digestive system diseases
colorectal neoplasms,c06.405.469.491.307,c06,digestive system diseases
adenomatous polyposis coli,c06.405.469.491.307.090,c06,digestive system diseases
gardner syndrome,c06.405.469.491.307.090.500,c06,digestive system diseases
colonic neoplasms,c06.405.469.491.307.180,c06,digestive system diseases
colitis-associated neoplasms,c06.405.469.491.307.180.400,c06,digestive system diseases
sigmoid neoplasms,c06.405.469.491.307.180.800,c06,digestive system diseases
"colorectal neoplasms, hereditary nonpolyposis",c06.405.469.491.307.190,c06,digestive system diseases
rectal neoplasms,c06.405.469.491.307.790,c06,digestive system diseases
