Education,Income,Kidhome,Teenhome,MntWinesProducts,MntFruitsProducts,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpLast,Relationship_status,TotalAMntspent,TotalCmpAccepted,TotalNumPurchases,Age,KidTeenhome
Graduate,36283.0,1,1,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,Attached,29,0,4,38,2
Graduate,20587.0,1,0,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,Unattached,25,0,4,44,1
Graduate,30467.0,1,0,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,Attached,24,0,3,42,1
Graduate,31590.0,1,0,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,Attached,38,0,4,42,1
Undergrad,20425.0,1,0,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,Attached,57,0,5,28,1
Post_grad,17144.0,1,1,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,Attached,47,0,7,54,2
Post_grad,42564.0,0,1,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,Unattached,813,2,18,46,1
Post_grad,43783.0,1,0,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,Attached,629,1,16,36,1
Graduate,40780.0,0,1,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,Unattached,377,0,13,38,1
Post_grad,62847.0,0,0,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,Attached,1612,0,13,69,0
Post_grad,82017.0,0,0,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,Attached,729,4,16,57,0
Graduate,16813.0,0,0,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,Unattached,50,1,5,64,0
Graduate,51267.0,1,1,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,Attached,270,0,11,36,2
Graduate,46524.0,0,1,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,Unattached,177,0,7,53,1
Post_grad,45183.0,0,0,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,Unattached,315,1,12,52,0
Post_grad,70421.0,0,1,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,Attached,767,0,20,60,1
Undergrad,60161.0,0,1,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,Unattached,1071,0,23,49,1
Graduate,73926.0,0,0,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,Attached,1580,0,23,41,0
Graduate,19329.0,1,0,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,Attached,60,0,7,46,1
Post_grad,61872.0,0,1,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,Attached,573,0,17,44,1
Graduate,46984.0,1,1,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,Unattached,41,0,4,58,2
Graduate,34838.0,1,1,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,Attached,170,0,7,63,2
Post_grad,82716.0,0,0,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,Unattached,1167,0,27,70,0
Graduate,48192.0,0,0,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,Attached,1526,4,22,56,0
Post_grad,49681.0,0,2,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,Attached,458,0,15,38,2
Post_grad,56850.0,0,1,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,Attached,63,0,5,43,1
Graduate,55267.0,0,1,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,Attached,405,0,13,57,1
Graduate,59666.0,1,1,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,Attached,1027,1,13,42,2
Graduate,72504.0,0,1,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,Unattached,1478,0,20,42,1
Graduate,26872.0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,Attached,72,0,4,33,0
Graduate,21359.0,1,0,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,Unattached,48,1,5,42,1
Graduate,73170.0,0,0,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,Unattached,726,0,15,39,0
Post_grad,52750.0,0,1,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,Attached,860,0,21,59,1
Post_grad,91820.0,0,0,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,Attached,1497,0,22,28,0
Post_grad,65968.0,0,1,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,Attached,495,0,16,44,1
Graduate,30772.0,1,1,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,Attached,20,0,3,38,2
Graduate,22507.0,0,0,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,Unattached,570,0,16,60,0
Graduate,65685.0,0,1,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,Attached,769,0,20,42,1
Undergrad,25804.0,1,0,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,Attached,55,0,5,36,1
Post_grad,76412.0,0,0,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,Unattached,1808,3,17,34,0
Graduate,22063.0,1,0,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,Attached,55,0,5,42,1
Graduate,57091.0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,1,Unattached,577,2,17,53,0
Graduate,22419.0,0,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,Attached,162,0,7,51,0
Graduate,87771.0,0,1,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,Attached,1957,5,19,55,1
Undergrad,78353.0,0,1,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,Unattached,1576,0,23,55,1
Graduate,93404.0,1,2,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,Attached,1616,2,14,60,3
Graduate,37859.0,1,2,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,Unattached,36,0,4,52,3
Post_grad,80995.0,0,1,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,Unattached,1482,0,21,56,1
Graduate,16529.0,1,0,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,Attached,22,0,4,30,1
Post_grad,55412.0,1,1,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,Unattached,63,0,5,38,2
Graduate,48789.0,0,0,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,Unattached,680,0,17,22,0
Post_grad,56575.0,0,2,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,Attached,542,0,17,47,2
Undergrad,25130.0,1,0,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,Attached,50,0,5,34,1
Graduate,35441.0,1,1,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,Attached,39,0,4,47,2
Graduate,71391.0,0,1,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,Attached,1043,0,23,58,1
Post_grad,49494.0,1,0,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,Unattached,385,0,12,42,1
Graduate,81702.0,0,0,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,Unattached,1633,0,26,34,0
Undergrad,45889.0,0,1,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,Unattached,46,0,4,34,1
Graduate,56628.0,0,1,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,Unattached,761,1,18,37,1
Graduate,34026.0,1,1,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,Attached,76,0,6,64,2
Graduate,40049.0,0,1,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,Attached,290,0,11,40,1
Graduate,34176.0,1,0,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,Unattached,89,0,7,26,1
Graduate,19419.0,1,0,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,Attached,70,0,7,33,1
Undergrad,82504.0,0,0,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,Attached,1066,0,16,54,0
Graduate,81205.0,0,0,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,1,Attached,2009,4,18,44,0
Undergrad,61618.0,0,0,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,Unattached,1345,0,17,23,0
Post_grad,55284.0,0,1,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,Unattached,764,0,20,58,1
Graduate,49980.0,0,1,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,Unattached,195,0,9,51,1
Graduate,15072.0,2,0,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,Attached,53,0,7,34,2
Graduate,49166.0,0,1,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,Unattached,368,0,11,40,1
Post_grad,65324.0,0,1,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,Attached,544,0,17,60,1
Undergrad,82347.0,0,0,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,Attached,1853,2,24,57,0
Post_grad,30843.0,1,1,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,Attached,35,1,4,48,2
Post_grad,46374.0,0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,Attached,446,3,15,40,1
Graduate,60474.0,0,1,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,Unattached,1180,0,24,35,1
Post_grad,38576.0,0,1,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,Attached,41,0,4,41,1
Graduate,55357.0,2,0,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,Attached,727,0,19,29,2
Graduate,37758.0,1,1,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,Attached,40,0,4,48,2
Undergrad,85710.0,0,0,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,Attached,1062,1,25,25,0
Graduate,23228.0,1,0,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,Attached,40,0,5,45,1
Post_grad,44602.0,1,1,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,Attached,292,0,11,45,2
Graduate,7500.0,0,0,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,Attached,15,0,3,27,0
Undergrad,38683.0,1,0,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,Attached,341,0,11,25,1
Undergrad,49514.0,1,0,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,Unattached,369,0,11,39,1
Post_grad,57906.0,0,1,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,Attached,401,0,14,41,1
Post_grad,43456.0,0,1,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,Unattached,393,0,14,48,1
Post_grad,19485.0,2,0,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,Unattached,10,0,3,28,2
Graduate,53172.0,0,1,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,Attached,486,0,13,36,1
Graduate,30545.0,1,0,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,Attached,69,0,5,35,1
Post_grad,70123.0,0,0,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,Attached,1727,2,16,31,0
Graduate,62450.0,0,1,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,Unattached,995,1,14,55,1
Graduate,21675.0,1,0,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,Attached,45,0,7,38,1
Undergrad,42395.0,1,1,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,Unattached,182,0,8,33,2
Post_grad,61346.0,1,0,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,Attached,989,0,22,36,1
Graduate,80812.0,0,0,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,Attached,1677,3,17,61,0
Post_grad,42835.0,1,1,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,Unattached,595,0,16,43,2
Graduate,39922.0,1,0,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,Attached,156,0,7,31,1
Post_grad,86424.0,0,0,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,Unattached,1226,0,27,58,0
Undergrad,17117.0,1,0,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,Attached,128,0,7,36,1
Graduate,24762.0,1,0,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,Unattached,86,2,6,42,1
Graduate,35797.0,0,1,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,Attached,68,0,5,39,1
Graduate,36627.0,2,0,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,Unattached,16,0,3,39,2
Undergrad,51111.0,1,1,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,Attached,55,0,5,33,2
Post_grad,86857.0,0,0,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,Unattached,2114,1,21,42,0
Post_grad,82072.0,0,0,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,Attached,2018,0,18,44,0
Post_grad,46231.0,2,1,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,Unattached,263,0,11,61,3
Graduate,42243.0,1,1,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,Attached,55,0,5,55,2
Graduate,51195.0,1,1,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,Attached,564,0,16,52,2
Post_grad,68092.0,0,0,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,Unattached,1281,0,18,36,0
Graduate,31814.0,1,0,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,Attached,83,1,5,41,1
Post_grad,51390.0,1,1,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,Unattached,353,0,12,49,2
Graduate,76630.0,0,0,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,Attached,1003,0,24,31,0
Undergrad,26868.0,1,0,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,Unattached,14,0,3,23,1
Post_grad,48948.0,0,0,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,Unattached,902,2,22,71,0
Post_grad,55260.0,0,1,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,Unattached,1139,0,23,42,1
Graduate,64090.0,0,1,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,Attached,797,1,19,58,1
Graduate,78331.0,0,1,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,Unattached,1638,0,23,56,1
Post_grad,37087.0,1,0,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,Attached,401,0,14,40,1
Graduate,21846.0,1,0,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,Unattached,84,0,7,28,1
Graduate,81320.0,0,0,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,Attached,928,0,17,56,0
Graduate,54137.0,0,1,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,Unattached,203,0,9,44,1
Graduate,66825.0,0,0,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,Attached,858,0,15,47,0
Graduate,57100.0,0,0,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,Attached,409,0,12,41,0
Graduate,58917.0,1,2,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,Attached,282,0,11,45,3
Graduate,85072.0,0,0,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,Unattached,1423,0,17,37,0
Graduate,86429.0,0,0,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,Unattached,1449,2,18,53,0
Graduate,45684.0,1,0,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,Unattached,28,0,3,43,1
Graduate,47889.0,1,0,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,Attached,67,0,5,40,1
Post_grad,45921.0,0,0,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,Attached,199,0,9,28,0
Post_grad,78420.0,0,0,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,Unattached,1453,0,21,48,0
Graduate,75114.0,0,0,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,Attached,1253,0,18,22,0
Post_grad,52278.0,0,1,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,Unattached,1198,1,25,51,1
Post_grad,35641.0,1,0,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,Attached,178,1,8,42,1
Graduate,95529.0,0,0,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,Unattached,1990,2,17,20,0
Graduate,62820.0,0,0,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,Attached,976,0,13,60,0
Post_grad,73113.0,0,0,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,Attached,1001,0,14,54,0
Post_grad,84169.0,0,0,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,Attached,1919,3,19,32,0
Undergrad,42607.0,0,1,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,Unattached,350,0,12,60,1
Post_grad,74637.0,0,0,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,Unattached,1650,1,24,60,0
Post_grad,46015.0,1,1,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,Attached,46,2,4,59,2
Graduate,72354.0,0,0,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,Unattached,1228,0,18,21,0
Post_grad,39858.0,1,0,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,Unattached,95,1,6,45,1
Post_grad,34469.0,1,1,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,Attached,62,0,6,66,2
Graduate,83033.0,1,0,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,Attached,1761,1,25,28,1
Post_grad,24401.0,0,0,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,Attached,467,0,13,35,0
Graduate,77583.0,0,0,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,Attached,1149,1,18,36,0
Undergrad,74116.0,0,0,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,Unattached,2052,1,18,32,0
Graduate,74293.0,0,0,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,Unattached,1127,0,15,21,0
Post_grad,68397.0,0,1,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,Attached,1416,0,20,38,1
Post_grad,79632.0,0,0,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,Attached,1113,0,19,40,0
Graduate,46107.0,1,0,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,Unattached,125,0,6,25,1
Post_grad,64950.0,0,1,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,Unattached,966,1,23,63,1
Undergrad,25443.0,1,0,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,Attached,32,0,4,25,1
Graduate,75127.0,0,0,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,Unattached,833,0,18,62,0
Post_grad,32892.0,1,0,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,Attached,46,0,6,43,1
Graduate,71796.0,0,0,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,Attached,960,0,16,43,0
Post_grad,67536.0,0,1,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,Attached,1829,1,27,44,1
Graduate,55239.0,0,1,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,Unattached,779,0,23,43,1
Post_grad,60554.0,1,0,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,Unattached,811,0,21,39,1
Undergrad,64831.0,1,1,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,Unattached,1120,0,14,62,2
Post_grad,56067.0,0,1,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,Attached,725,0,18,52,1
Graduate,82025.0,0,0,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,Unattached,1187,2,11,31,0
Graduate,94384.0,0,0,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,Attached,2302,4,18,61,0
Undergrad,14906.0,0,0,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,Unattached,66,0,6,28,0
Post_grad,51563.0,0,0,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,Attached,1250,2,18,27,0
Undergrad,57937.0,0,1,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,Attached,683,0,17,32,1
Graduate,68274.0,1,1,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,Unattached,305,0,11,35,2
Graduate,39771.0,1,0,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,Attached,50,0,5,37,1
Undergrad,67893.0,0,1,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,Unattached,995,0,14,39,1
Post_grad,27922.0,1,0,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,Attached,41,0,5,35,1
Post_grad,52190.0,1,1,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,Attached,77,1,6,38,2
Post_grad,44051.0,1,1,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,Unattached,171,1,8,41,2
Post_grad,42767.0,2,0,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,Unattached,131,0,6,43,2
Post_grad,46106.0,1,1,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,Attached,54,0,4,38,2
Post_grad,16927.0,1,1,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,Attached,53,0,7,38,2
Graduate,59754.0,0,1,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,1,Attached,475,1,13,49,1
Graduate,53700.0,0,1,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,Unattached,694,0,18,62,1
Graduate,59041.0,1,1,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,Attached,96,0,6,41,2
Post_grad,54237.0,0,1,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,Unattached,361,0,12,57,1
Graduate,70647.0,0,1,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,Unattached,1079,0,24,47,1
Post_grad,52597.0,0,1,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,Unattached,578,0,17,52,1
Post_grad,41021.0,1,0,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,Attached,64,1,5,45,1
Post_grad,40233.0,0,1,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,Attached,149,0,8,39,1
Graduate,50183.0,1,1,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,Attached,231,0,10,34,2
Graduate,54753.0,0,1,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,Attached,728,0,18,55,1
Graduate,92955.0,0,0,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,Attached,1778,3,22,41,0
Graduate,33471.0,1,0,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,Attached,93,0,7,41,1
Post_grad,34596.0,1,0,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,Attached,23,1,3,40,1
Graduate,44010.0,1,0,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,Attached,662,0,18,34,1
Graduate,84219.0,0,0,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,Attached,1198,0,17,26,0
Post_grad,40706.0,2,1,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,Attached,81,0,7,46,3
Undergrad,15716.0,1,0,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,Attached,92,0,7,26,1
Undergrad,59052.0,0,1,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,Unattached,491,0,15,55,1
Post_grad,80573.0,0,0,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,Attached,1564,0,23,43,0
Graduate,83715.0,0,0,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,Attached,926,0,23,52,0
Post_grad,82576.0,0,0,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,Attached,1910,1,18,55,0
Post_grad,56962.0,2,1,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,Attached,411,0,14,49,3
Graduate,35704.0,1,1,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,Attached,94,0,6,62,2
Graduate,53103.0,0,1,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,Attached,1085,1,23,60,1
Undergrad,46779.0,1,1,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,Unattached,23,0,3,54,2
Graduate,4861.0,0,0,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,Unattached,6,0,0,49,0
Post_grad,33462.0,1,0,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,Unattached,54,0,5,35,1
Graduate,63693.0,0,1,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,Unattached,1150,0,26,36,1
Graduate,80763.0,0,0,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,Attached,1415,3,22,64,0
Post_grad,65352.0,0,1,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,Attached,405,0,14,40,1
Post_grad,82170.0,0,0,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,Attached,1908,0,18,36,0
Graduate,75759.0,0,0,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,Attached,2486,4,25,45,0
Undergrad,79689.0,0,0,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,Unattached,1315,0,26,38,0
Post_grad,35340.0,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,Unattached,45,0,5,58,2
Graduate,85683.0,0,0,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,Unattached,1789,5,16,60,0
Undergrad,24884.0,1,0,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,Attached,19,0,3,42,1
Post_grad,42021.0,1,0,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,Attached,573,1,17,33,1
Graduate,64449.0,1,0,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,Unattached,805,0,20,25,1
Graduate,64587.0,1,1,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,Unattached,108,0,6,60,2
Graduate,34824.0,0,0,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,Unattached,23,0,3,19,0
Graduate,75437.0,0,0,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,Attached,1493,1,22,36,0
Graduate,26091.0,1,1,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,Attached,89,0,6,57,2
